rep,id,ka,V,Cl,lw70,wt
1,100,0.258822571805631,8.51656746271224,0.260586510597226,-0.048290289127781,66.7
2,100,0.322196838049945,8.49209500286904,0.252296636463056,-0.048290289127781,66.7
3,100,0.3179037833643,9.21782604923308,0.248735285077236,-0.048290289127781,66.7
4,100,0.223217664477902,8.9807056351976,0.26422864525095,-0.048290289127781,66.7
5,100,0.264866864064222,8.92973880104462,0.250738125960288,-0.048290289127781,66.7
6,100,0.152682887666884,7.20950123500525,0.294007704959612,-0.048290289127781,66.7
7,100,0.195636550552476,7.20628519893605,0.300460554620286,-0.048290289127781,66.7
8,100,0.195636550552476,6.61482616362021,0.288617034377119,-0.048290289127781,66.7
9,100,0.204036253352005,7.35980710872232,0.282740432434236,-0.048290289127781,66.7
10,100,0.301849174867371,9.17447218450144,0.271717704302442,-0.048290289127781,66.7
1,1,0.116159247089413,6.79891906238673,0.14724142218908,-0.048290289127781,66.7
2,1,1.93513625614976,8.9443659440158,0.0959092363729327,-0.048290289127781,66.7
3,1,0.953197767239246,8.21085332263774,0.112980652695185,-0.048290289127781,66.7
4,1,0.111104583051194,8.89141503056531,0.125891660820619,-0.048290289127781,66.7
5,1,0.954386404969186,7.87787767017184,0.0893879974110443,-0.048290289127781,66.7
6,1,0.564515592478065,7.64948724764373,0.124256412298413,-0.048290289127781,66.7
7,1,0.363494916953445,6.88527073126907,0.128698490712459,-0.048290289127781,66.7
8,1,0.140288744517242,7.58577777816781,0.128870661050777,-0.048290289127781,66.7
9,1,0.9817863491309,8.30702544792747,0.102108113182418,-0.048290289127781,66.7
10,1,0.129950305481617,8.02253048005509,0.122583426026107,-0.048290289127781,66.7
1,2,0.355210435651879,7.59144913115379,0.130793295626404,-0.048290289127781,66.7
2,2,0.336904774211747,7.15725576774813,0.125414207201576,-0.048290289127781,66.7
3,2,0.374057272531743,7.94650163973557,0.137554101931482,-0.048290289127781,66.7
4,2,0.768833204396604,10.2967331751991,0.127869376737409,-0.048290289127781,66.7
5,2,0.569136264667544,8.37970833419356,0.123048760218054,-0.048290289127781,66.7
6,2,0.469493757660335,8.44832044915055,0.143226706171902,-0.048290289127781,66.7
7,2,0.44331983871073,7.57147287917379,0.128517922777026,-0.048290289127781,66.7
8,2,0.565131535956034,8.83798687480177,0.121496876343521,-0.048290289127781,66.7
9,2,0.388390902603726,7.88198335426784,0.118774338302058,-0.048290289127781,66.7
10,2,0.407406719272417,8.12200017281975,0.118357507191794,-0.048290289127781,66.7
1,3,0.574610584264602,8.5391187903941,0.11087952424681,0.133531392624523,80
2,3,0.67039746426852,8.59226783727416,0.1132398146277,0.133531392624523,80
3,3,0.725057192459889,8.44869749946205,0.11334993630235,0.133531392624523,80
4,3,1.96774571603432,8.74717296659435,0.116321029935715,0.133531392624523,80
5,3,1.1703228302457,8.43362529674866,0.109759020495899,0.133531392624523,80
6,3,0.640542038949838,8.58028227159487,0.132154560320517,0.133531392624523,80
7,3,1.03921701614607,8.2411451115939,0.12723656517,0.133531392624523,80
8,3,1.2643132116771,9.07690407103058,0.122272849422844,0.133531392624523,80
9,3,1.05208136536785,9.34072959511871,0.110334654572035,0.133531392624523,80
10,3,1.19325793053906,7.73043795426832,0.110310702565799,0.133531392624523,80
1,4,0.92381673127219,5.63633596317201,0.0732291696108193,-0.559615787935423,40
2,4,0.503927176142163,4.77475414746849,0.0832868732835291,-0.559615787935423,40
3,4,1.05034127875817,4.87324644152447,0.0742237670620309,-0.559615787935423,40
4,4,0.903260336632619,5.75658244893823,0.0676080261812917,-0.559615787935423,40
5,4,0.810396592660881,5.12809104032316,0.070453725604169,-0.559615787935423,40
6,4,1.44415645671839,5.30070662367191,0.0837285814521728,-0.559615787935423,40
7,4,1.0596877188595,5.65622401346527,0.070126484153113,-0.559615787935423,40
8,4,1.43849348318479,5.05602268018691,0.0798808865069122,-0.559615787935423,40
9,4,0.786314576864044,5.00728356014963,0.0954863981613258,-0.559615787935423,40
10,4,0.817630503273116,5.64044619155783,0.073597646155794,-0.559615787935423,40
1,5,0.578146232190897,11.2317116325863,0.180876939825676,0.0729848927564888,75.3
2,5,0.341989297784654,10.1650158129923,0.174090627311769,0.0729848927564888,75.3
3,5,1.03896117509001,11.7124068532879,0.212552342991634,0.0729848927564888,75.3
4,5,1.19633220422308,10.6676487326647,0.194573594114254,0.0729848927564888,75.3
5,5,0.343359379795585,12.4815090203489,0.208111434862903,0.0729848927564888,75.3
6,5,1.15129850388672,11.718254673333,0.18243958822461,0.0729848927564888,75.3
7,5,0.653288788928737,10.9882851291213,0.191281334235326,0.0729848927564888,75.3
8,5,0.607907816200755,11.0825809130236,0.155098207875604,0.0729848927564888,75.3
9,5,0.952553588674326,11.7981365462407,0.189644919044159,0.0729848927564888,75.3
10,5,0.279009955350876,8.84460344783404,0.189233701653834,0.0729848927564888,75.3
1,6,1.14345061653079,6.36230727948799,0.22637996165838,-0.154150679827258,60
2,6,0.856014020904677,5.94695137554244,0.229774210582386,-0.154150679827258,60
3,6,1.14091059201071,5.91783238313239,0.239195682919227,-0.154150679827258,60
4,6,0.826189917517139,6.16458272140266,0.215006279992785,-0.154150679827258,60
5,6,0.828892085046224,5.41561372270602,0.223475420767986,-0.154150679827258,60
6,6,1.39213742932785,6.78699000277084,0.22933966706146,-0.154150679827258,60
7,6,1.69778867503538,6.58237179980721,0.233396493935966,-0.154150679827258,60
8,6,0.918875186608486,5.99172141797121,0.225944726549951,-0.154150679827258,60
9,6,1.0316505907257,6.22181385447378,0.231762212415269,-0.154150679827258,60
10,6,1.98166851533884,5.47759368650075,0.233513428094887,-0.154150679827258,60
1,7,1.52969830288301,7.81425249140489,0.167552262498784,0.251314428280906,90
2,7,1.33584074482758,7.65773509064147,0.200516541249589,0.251314428280906,90
3,7,1.10381402851965,7.87336588413179,0.186483861863861,0.251314428280906,90
4,7,1.12233892601529,8.1859185086222,0.181097344398875,0.251314428280906,90
5,7,1.78732227081132,7.11178759154458,0.15735332511365,0.251314428280906,90
6,7,1.94885798451071,7.85612489105028,0.18267079388457,0.251314428280906,90
7,7,1.56127261020705,8.16900876429929,0.17866241073806,0.251314428280906,90
8,7,1.87626837114952,7.67866259794179,0.164832819994249,0.251314428280906,90
9,7,2.22509830369011,7.24459586961254,0.17821218856328,0.251314428280906,90
10,7,1.5797283281568,8.28295711473135,0.194469161417246,0.251314428280906,90
1,8,0.242706113041559,5.70094977005153,0.10380765827527,-0.336472236621213,50
2,8,0.285210685095177,5.58999867054476,0.110063915896874,-0.336472236621213,50
3,8,0.186237321966244,4.74280278293017,0.0953834534525632,-0.336472236621213,50
4,8,0.186237321966244,5.28904296454203,0.106723662115853,-0.336472236621213,50
5,8,0.227930381656131,5.62146087503318,0.115458160178003,-0.336472236621213,50
6,8,0.227930381656131,4.79311011491441,0.117498502942225,-0.336472236621213,50
7,8,0.207038026891825,5.13704947803159,0.104064766127501,-0.336472236621213,50
8,8,0.209993275035839,5.3105180527465,0.121904220028895,-0.336472236621213,50
9,8,0.265743151117472,5.24180699000593,0.125914914619567,-0.336472236621213,50
10,8,0.191126630219501,4.82479401217463,0.105743239217777,-0.336472236621213,50
1,9,0.557891434584426,8.89877360861945,0.100977109825085,0,70
2,9,0.910416657515294,8.40180117036853,0.130618028048992,0,70
3,9,0.430629154329672,8.83602800176891,0.127514958234654,0,70
4,9,0.188767896598005,8.06734954672811,0.124946839870744,0,70
5,9,0.722309897398742,9.06902217604913,0.105265169862181,0,70
6,9,0.882909950487338,9.2432207567321,0.116584354097745,0,70
7,9,0.315481987270236,8.66580663186308,0.122643770844423,0,70
8,9,0.279015433770175,7.6556397609322,0.137261164024568,0,70
9,9,0.245274422099216,7.6428208968635,0.109620534728683,0,70
10,9,0.168910399059081,8.88770982673027,0.127203957757932,0,70
1,11,0.542349554128484,6.93496318789982,0.125523832211234,0.158224005214894,82
2,11,0.980699357563333,7.64436781945436,0.138219382219714,0.158224005214894,82
3,11,0.814806794075386,6.88911937154736,0.126466681891448,0.158224005214894,82
4,11,0.806959300114703,7.16607202607285,0.131048504182992,0.158224005214894,82
5,11,1.0508371838911,7.47030520084404,0.133374453277588,0.158224005214894,82
6,11,0.912551787935744,7.53169087283562,0.13510998743594,0.158224005214894,82
7,11,0.762590306396686,7.54287879289968,0.147154142995302,0.158224005214894,82
8,11,0.897922699473699,6.95693688875446,0.128507451808093,0.158224005214894,82
9,11,0.856269610244496,6.67076217742749,0.126080823768524,0.158224005214894,82
10,11,0.913032563202927,7.34482134586103,0.123640614179172,0.158224005214894,82
1,12,0.17396774405323,6.7620322446002,0.132101614917642,0.0729848927564888,75.3
2,12,0.171782999941912,6.62493827105278,0.140918703298512,0.0729848927564888,75.3
3,12,0.145036575398775,6.07081604492274,0.142381133588801,0.0729848927564888,75.3
4,12,0.145036575398775,6.15433624419846,0.142381133588801,0.0729848927564888,75.3
5,12,0.119695783685741,5.71333843294328,0.144310128353407,0.0729848927564888,75.3
6,12,0.119695783685741,5.60088106926189,0.145952954089686,0.0729848927564888,75.3
7,12,0.117037097379336,4.95524025299599,0.143345500166452,0.0729848927564888,75.3
8,12,0.139104257376277,5.73657013530728,0.139402664523863,0.0729848927564888,75.3
9,12,0.0996980349776513,5.4069644771906,0.131978099810987,0.0729848927564888,75.3
10,12,0.141601806269633,6.18377378095572,0.145484804104107,0.0729848927564888,75.3
1,13,0.657234877437482,9.67097856366916,0.209312856816531,0.0729848927564888,75.3
2,13,0.621779500452371,8.80591677268443,0.198270325512068,0.0729848927564888,75.3
3,13,0.440979025836972,8.33134873695794,0.173907031538082,0.0729848927564888,75.3
4,13,0.590601081123687,8.40428101389035,0.173952143529715,0.0729848927564888,75.3
5,13,0.450327189867656,8.02640841692085,0.169498106182991,0.0729848927564888,75.3
6,13,0.450327189867656,8.04064660202262,0.169057327090187,0.0729848927564888,75.3
7,13,0.572811522116902,9.07788651887311,0.17963470892418,0.0729848927564888,75.3
8,13,0.661639820414638,7.27132750076006,0.189489818027758,0.0729848927564888,75.3
9,13,0.409461244183973,9.90977339470376,0.17227384760991,0.0729848927564888,75.3
10,13,0.74424431188616,8.9409258578876,0.199442652060467,0.0729848927564888,75.3
1,14,0.515391898125252,6.15702802431294,0.161248008009265,-0.336472236621213,50
2,14,0.634467178677571,5.84079631978003,0.171813062120739,-0.336472236621213,50
3,14,0.549490485999328,6.48221764751122,0.133188816185624,-0.336472236621213,50
4,14,0.518879414800119,5.99214665771652,0.145784000520079,-0.336472236621213,50
5,14,0.700315558972805,6.16949351871592,0.155918381628309,-0.336472236621213,50
6,14,0.540597626733065,6.18007894452689,0.173525445758097,-0.336472236621213,50
7,14,0.535359257451133,5.31599612098234,0.17841228843544,-0.336472236621213,50
8,14,0.61042514638976,6.0807326383381,0.134151456093491,-0.336472236621213,50
9,14,0.530019187836235,5.1537640351473,0.163945675513351,-0.336472236621213,50
10,14,0.441367017864618,5.14019941727385,0.16184441038175,-0.336472236621213,50
1,15,1.01982142279128,5.83672970919894,0.107564630654051,-0.210721031315653,56.7
2,15,0.509792155747238,6.34971259923852,0.0977618690533558,-0.210721031315653,56.7
3,15,1.01549435279024,6.85882619980545,0.0868437616028857,-0.210721031315653,56.7
4,15,0.841639883349861,6.12325069368592,0.0837953171694094,-0.210721031315653,56.7
5,15,0.764157782920609,6.00515330843228,0.100506616962831,-0.210721031315653,56.7
6,15,0.829339555175353,6.499806583146,0.0967812644771589,-0.210721031315653,56.7
7,15,0.971215249927219,6.7141691224685,0.0944078790430863,-0.210721031315653,56.7
8,15,0.862035843724465,6.70738879406269,0.10515155830217,-0.210721031315653,56.7
9,15,1.04708839694615,7.66472573213138,0.0995703202833176,-0.210721031315653,56.7
10,15,0.930257265394201,7.55730470606848,0.102435568000272,-0.210721031315653,56.7
1,16,0.635015577453377,7.36955586970384,0.0911889300137743,-0.18805223150294,58
2,16,0.769130685028696,5.42384380707499,0.0893127841762615,-0.18805223150294,58
3,16,0.777469435064686,5.37651762455632,0.102903720862898,-0.18805223150294,58
4,16,0.606029101926388,6.222990535584,0.0989465043469425,-0.18805223150294,58
5,16,0.236743049228111,6.71098695593369,0.11390603194543,-0.18805223150294,58
6,16,4.53180992320357,5.72209907334983,0.101086344771467,-0.18805223150294,58
7,16,0.567333026626203,5.4884515434514,0.0941185374867348,-0.18805223150294,58
8,16,0.278757790506048,6.24580867584414,0.105406719178665,-0.18805223150294,58
9,16,0.353901730869707,8.0444146718814,0.10664288925821,-0.18805223150294,58
10,16,0.734916851877401,6.67241209321632,0.100832399932577,-0.18805223150294,58
1,17,0.434645953796331,11.2246887185141,0.163479813561255,0.108213584640233,78
2,17,0.319803020878406,9.65740556897969,0.146421255440498,0.108213584640233,78
3,17,1.17642712636027,10.1610018206375,0.176567732984881,0.108213584640233,78
4,17,0.688794731687302,11.7274706812015,0.152474824321548,0.108213584640233,78
5,17,1.20347846557579,11.2914679746795,0.120951994622937,0.108213584640233,78
6,17,1.33317353233183,10.7962471312878,0.119179694430498,0.108213584640233,78
7,17,1.51070821622024,8.44971582375203,0.139545548346761,0.108213584640233,78
8,17,0.709944417400972,13.8896681279034,0.149526771090939,0.108213584640233,78
9,17,1.22958438971864,9.31585941184874,0.147484938908329,0.108213584640233,78
10,17,0.510116413067532,10.7321236947362,0.130351723954139,0.108213584640233,78
1,18,1.01597234389463,8.49603974337039,0.186866981256328,0.0649848500894127,74.7
2,18,0.701098324922521,9.20172496484017,0.201143093186763,0.0649848500894127,74.7
3,18,0.458538798463633,7.45528546984072,0.179920984423361,0.0649848500894127,74.7
4,18,0.970605391201769,8.5353099080692,0.181220642271178,0.0649848500894127,74.7
5,18,2.50641529828595,7.633139526125,0.186886483822216,0.0649848500894127,74.7
6,18,3.0505059585127,6.54605743905742,0.174577880168348,0.0649848500894127,74.7
7,18,0.606594666682999,8.59085857548078,0.167440181718445,0.0649848500894127,74.7
8,18,0.402605040154384,7.1893029129003,0.19917899452455,0.0649848500894127,74.7
9,18,0.501145348173186,6.1713277687935,0.170246522075835,0.0649848500894127,74.7
10,18,1.31434348352755,6.91445770765791,0.157395900251055,0.0649848500894127,74.7
1,19,1.10238547871415,7.20179996856684,0.169451536375421,-0.0943106794712413,63.7
2,19,1.17889547056223,11.4920385051551,0.200218426346789,-0.0943106794712413,63.7
3,19,0.357781398497703,7.50239784045684,0.219315156128291,-0.0943106794712413,63.7
4,19,1.86044873507835,7.83804234539237,0.150540685790952,-0.0943106794712413,63.7
5,19,1.14583311457297,10.5765803777053,0.168413728872208,-0.0943106794712413,63.7
6,19,0.208282210013027,7.55070093656151,0.174111720753634,-0.0943106794712413,63.7
7,19,0.44906446561962,8.08326321335012,0.201869377019238,-0.0943106794712413,63.7
8,19,0.612377927471951,8.55231126254157,0.135303259248282,-0.0943106794712413,63.7
9,19,0.222855579088727,8.74677019907608,0.187547844882562,-0.0943106794712413,63.7
10,19,0.519020570848538,7.55218880617533,0.18647561858051,-0.0943106794712413,63.7
1,20,1.56990601681529,7.25833598525746,0.095332787203453,-0.17095779814364,59
2,20,0.529441743668601,7.42919002161046,0.0819849669375152,-0.17095779814364,59
