Tlag_pop,0.838188972626364
ka_pop,1.39250794790875
V_pop,8.04079354668778
beta_V_lw70,0.869275177254459
Cl_pop,0.134687844781915
beta_Cl_lw70,0.588837920016085
Imax_pop,0.999996418682315
IC50_pop,1.17581056824947
kin_pop,5.27415109049327
kout_pop,0.0543943897412312
omega_Tlag,0.565736103971761
omega_ka,0.909423732635409
omega_V,0.142023817605266
omega_Cl,0.2614763398465
omega_Imax,2.05164703471927
omega_IC50,0.436628132899504
omega_kin,0.0474060142614987
omega_kout,0.0260160141746065
a1,0.264320521493275
b1,0.0495283704660756
a2,4.07794111158693
