rep,id,ka,V,Cl,lw70,wt
1,100,0.194119614088458,7.28299255164653,0.302443736343726,-0.048290289127781,66.7
1,1,0.380833952307245,7.28299255164653,0.11927879486222,-0.048290289127781,66.7
1,2,0.37204667740919,7.28299255164653,0.141299574788408,-0.048290289127781,66.7
1,3,0.974050867730086,8.37896461456625,0.103922560323674,0.133531392624523,80
1,4,1.32542246020794,4.91020418323731,0.0760071132259674,-0.559615787935423,40
1,5,1.15182928744559,7.99681765430698,0.172148277816894,0.0729848927564888,75.3
1,6,1.29243847598987,6.71218579375408,0.222372844598359,-0.154150679827258,60
1,7,3.18804046212401,9.17547141597078,0.175490728282865,0.251314428280906,90
1,8,0.251406123023446,5.83198102729249,0.104373250133204,-0.336472236621213,50
1,9,0.679679280105648,7.55925864460295,0.123111883885619,0,70
1,11,0.87233171893118,8.54000919334033,0.124425880611074,0.158224005214894,82
1,12,0.232453542826367,7.99681765430698,0.151194009291114,0.0729848927564888,75.3
1,13,0.391955147283902,7.99681765430698,0.18569711602995,0.0729848927564888,75.3
1,14,0.51083605240605,5.83198102729249,0.179436871373313,-0.336472236621213,50
1,15,0.709930515995989,6.42572543737481,0.108946088053623,-0.210721031315653,56.7
1,16,0.192943890124558,6.53901751698348,0.113999431100831,-0.18805223150294,58
1,17,0.0674174023406843,8.21699525899214,0.17152800834629,0.108213584640233,78
1,18,0.227784520735516,7.94764552736676,0.148594392529211,0.0649848500894127,74.7
1,19,0.887961139182946,7.02911373913884,0.208029479615791,-0.0943106794712413,63.7
1,20,1.70351417883574,6.62576970415339,0.0942280375199868,-0.17095779814364,59
1,21,0.501826947076534,6.8840369174917,0.127854262699329,-0.121360857004267,62
1,22,0.846755574536177,6.53901751698348,0.0985174359266646,-0.18805223150294,58
1,23,0.734971785645247,7.83255692758246,0.119995718158535,0.0460653668432468,73.3
1,24,0.36959306912227,8.11120548791484,0.108780935658035,0.0914064663238516,76.7
1,25,0.326192835776843,7.94764552736676,0.126113032304655,0.0649848500894127,74.7
1,26,0.218925813642048,8.37896461456625,0.125725939689922,0.133531392624523,80
1,27,0.760824731668493,8.37896461456625,0.132932816513099,0.133531392624523,80
1,28,0.929156512295397,8.37896461456625,0.122041095258425,0.133531392624523,80
1,29,0.443745992419389,10.1050285378184,0.216335360430469,0.376477571234912,102
1,30,0.477162928553147,7.55925864460295,0.137382923655228,0,70
1,31,1.37621199360016,8.64420541703973,0.135348191614883,0.173953307123438,83.3
1,32,1.0308741940312,6.8840369174917,0.0976599772918941,-0.121360857004267,62
