Tlag_pop,0.082164,-0.077105,0.018075,0.0063548,-0.00011951,-0.0038547,-2.4788e-6,0.0020626,-0.016442,-0.00014115,-0.052897,-0.079802,-0.00020394,0.0016309,0.80912,-0.0090452,0.0027485,-0.0057907,-0.0024623,-0.00032933,0.05142
ka_pop,-0.077105,0.75582,-0.064671,-0.023873,0.00078138,0.016171,8.3547e-6,-0.0044284,0.056223,0.00064932,0.32573,0.49416,0.0017786,-0.0068259,-2.9696,0.025233,-0.0039612,0.014784,0.015991,-0.00048115,-0.23881
V_pop,0.018075,-0.064671,0.058526,0.006458,-8.594e-5,-0.0020762,-1.0668e-6,0.0013208,-0.0065769,-6.5154e-5,-0.032273,-0.049351,0.00029081,0.00084593,0.37666,-0.0038905,0.00080736,-0.002312,-0.0020123,2.4591e-6,0.028341
beta_V_lw70,0.0063548,-0.023873,0.006458,0.021577,-4.1353e-5,-0.00067963,-4.2262e-7,0.00048561,-0.0025518,-2.5811e-5,-0.012555,-0.020049,-0.00014358,0.00028813,0.1464,-0.0015861,0.00036638,-0.00092541,-0.00085939,6.3523e-6,0.011752
Cl_pop,-0.00011951,0.00078138,-8.594e-5,-4.1353e-5,4.2391e-5,0.00017175,1.2448e-8,-3.4414e-5,7.3534e-5,8.5529e-7,0.00051157,0.00075862,2.7687e-6,-1.0173e-5,-0.0049977,5.5446e-5,-9.4176e-6,3.001e-5,3.4294e-5,-1.2453e-6,-0.0004131
beta_Cl_lw70,-0.0038547,0.016171,-0.0020762,-0.00067963,0.00017175,0.063507,2.5147e-7,-0.00027907,0.0019935,2.1082e-5,0.0096453,0.013525,2.0652e-5,-0.00029749,-0.099525,0.0011543,-0.00021867,0.00061018,0.0006543,-2.4252e-5,-0.0080801
Imax_pop,-2.4788e-6,8.3547e-6,-1.0668e-6,-4.2262e-7,1.2448e-8,2.5147e-7,1.6434e-10,-1.1381e-7,9.6966e-7,9.9556e-9,4.4814e-6,6.9601e-6,2.3633e-8,-1.0928e-7,-5.1382e-5,5.0415e-7,-1.1836e-7,3.1322e-7,2.4059e-7,1.8667e-9,-3.951e-6
IC50_pop,0.0020626,-0.0044284,0.0013208,0.00048561,-3.4414e-5,-0.00027907,-1.1381e-7,0.0098459,-0.00088248,-1.6456e-6,-0.0023828,-0.0054635,1.1042e-5,2.7246e-5,0.045838,-0.00096581,0.00021121,-0.00046159,-0.0003367,3.8541e-7,0.00344
kin_pop,-0.016442,0.056223,-0.0065769,-0.0025518,7.3534e-5,0.0019935,9.6966e-7,-0.00088248,0.011749,8.7525e-5,0.02919,0.044811,0.00020613,-0.00071317,-0.32694,0.0029565,-0.00083721,0.0018182,0.0017163,-2.1485e-5,-0.022499
kout_pop,-0.00014115,0.00064932,-6.5154e-5,-2.5811e-5,8.5529e-7,2.1082e-5,9.9556e-9,-1.6456e-6,8.7525e-5,1.023e-6,0.00034944,0.0005034,2.6827e-6,-7.8016e-6,-0.0035122,3.0455e-5,-7.1063e-6,1.804e-5,1.8563e-5,-4.6831e-7,-0.00025956
